Title,Issue,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher
4 Most ,2,NM+ ,,9.2,OW-W , ,1942,Novelty Press
4 Most ,3,NM ,,7.5,OW , ,1942,Novelty Press
4 Most ,4,NM+ ,,9.6,W , ,1942,Novelty Press
A Date With Judy ,3,NM+ ,,9.6,OW-W , ,1948,D.C. Comics
Ace Comics ,1,FN ,,7.5,OW-W ,Slight (A) ,1937,David McKay Publishing
Ace Comics ,41,NM ,,9,OW-W , ,1940,David McKay Publishing
Ace Comics ,55,NM ,,6.5,W , ,1941,David McKay Publishing
Ace Comics ,71,NL ,,8.5,OW-W , ,1943,David McKay Publishing
Ace Comics ,105,FN ,,9,CR-OW , ,1945,David McKay Publishing
Ace Comics ,113,NM ,,7,W , ,1946,David McKay Publishing
Ace Comics ,115,NM ,,7.5,OW-W , ,1946,David McKay Publishing
Action Comics ,24,NL ,,9.4,W , ,1940,D.C. Comics
Action Comics ,25,NL ,,9.6,W , ,1940,D.C. Comics
Action Comics ,28,NM ,,9.2,W , ,1940,D.C. Comics
Action Comics ,30,NM+ ,,9.2,OW-W , ,1940,D.C. Comics
Action Comics ,35,NL ,,9.2,W , ,1941,D.C. Comics
Action Comics ,38,NM+ ,,9,OW-W , ,1941,D.C. Comics
Action Comics ,48,NL ,,9,OW-W , ,1942,D.C. Comics
Action Comics ,50,NL ,,9.4,W , ,1942,D.C. Comics
Action Comics ,55,NL ,,9.6, , ,1942,D.C. Comics
Action Comics ,57,NM ,,8.5,OW-W , ,1943,D.C. Comics
Action Comics ,59,NM ,,8.5,OW-W , ,1943,D.C. Comics
Action Comics ,61,NM ,,9.4,W , ,1943,D.C. Comics
Action Comics ,63,NL ,,9.6,OW-W , ,1943,D.C. Comics
Action Comics ,64,NL ,,9.4,W , ,1943,D.C. Comics
Action Comics ,65,NM ,,9.4,W , ,1943,D.C. Comics
Action Comics ,68,NM+ ,,9.4,OW-W , ,1943,D.C. Comics
Action Comics ,70,NL ,,9.8,OW-W , ,1943,D.C. Comics
Action Comics ,74,NL ,,9.6,W , ,1944,D.C. Comics
Action Comics ,77,NM ,,8.5,OW-W ,Edge of back cover trimmed ,1944,D.C. Comics
Action Comics ,78,NM+ ,,9.6,OW-W , ,1944,D.C. Comics
Action Comics ,81,NM ,,9.6,W , ,1945,D.C. Comics
Action Comics ,87,NM+ ,,9,OW , ,1945,D.C. Comics
Action Comics ,88,NM+ ,,9.4, ,Left edge of back cover trimmed , ,D.C. Comics
Action Comics ,92,NM+ ,,9.4,OW-W , ,1946,D.C. Comics
Action Comics ,94,NM+ ,,9.2,OW-W , ,1946,D.C. Comics
Action Comics ,96,NM+ ,,9.8,OW-W , ,1946,D.C. Comics
Action Comics ,98,NM ,,9.8,OW-W , ,1946,D.C. Comics
Action Comics ,99,NM+ ,,9.6,OW-W , ,1946,D.C. Comics
Action Comics ,102,NL ,,9.6,W , ,1946,D.C. Comics
Action Comics ,106,NM ,,9, , , ,D.C. Comics
Action Comics ,108,NM+ ,,9.6,OW , ,1947,D.C. Comics
Action Comics ,112,NM+ ,,9.6,OW , ,1947,D.C. Comics
Action Comics ,137,NM ,,8,OW-W ,Old grade VF- 7.5 ,1949,D.C. Comics
Action Comics ,150,NM ,,9,OW-W , ,1950,D.C. Comics
Action Comics ,151,NM ,,7.5,W , ,1950,D.C. Comics
Action Comics ,155,NM ,,9,W , ,1951,D.C. Comics
Action Comics ,159,NM ,,8,W , ,1951,D.C. Comics
Action Comics ,163,NM ,,8,OW-W , ,1951,D.C. Comics
Adventure Comics ,33,NM+ ,,9.2,OW-W , ,1938,D.C. Comics
Adventure Comics ,34,NL ,,9.4,W , ,1938,D.C. Comics
Adventure Comics ,35,NM ,,9.2,OW-W , ,1939,D.C. Comics
Adventure Comics ,36,NL ,,9.6,W , ,1939,D.C. Comics
Adventure Comics ,38,NM ,,7.5,OW-W , ,1939,D.C. Comics
Adventure Comics ,39,NL ,,9.6,OW-W , ,1939,D.C. Comics
Adventure Comics ,40,NM+ ,,9.2,OW-W ,Slight (A) ,1939,D.C. Comics
Adventure Comics ,41,NL ,,9.6,OW-W , ,1939,D.C. Comics
Adventure Comics ,42,NL ,,9.4,OW-W , ,1939,D.C. Comics
Adventure Comics ,43,NM+ ,,9.6,OW , ,1939,D.C. Comics
Adventure Comics ,45,NL ,,9.6,OW , ,1939,D.C. Comics
Adventure Comics ,48,NL ,,8.5,W , ,1940,D.C. Comics
Adventure Comics ,58,NL ,,9,OW-W , ,1941,D.C. Comics
Adventure Comics ,61,NL ,,9.4,W ,Slight (P) moderate CT tear seal ,1941,D.C. Comics
Adventure Comics ,72,NL ,,9.8,W ,Old grade NM+9.6 -  ,1942,D.C. Comics
Adventure Comics ,75,NL ,,9.4,W , ,1942,D.C. Comics
Adventure Comics ,76,NL ,,9.6,OW-W , ,1942,D.C. Comics
Adventure Comics ,77,NL ,,9.8,W , ,1942,D.C. Comics
Adventure Comics ,78,NL ,,9.2,W , ,1942,D.C. Comics
Adventure Comics ,79,NL ,,9.6,W , ,1942,D.C. Comics
Adventure Comics ,80,NL ,,9.6,W , ,1942,D.C. Comics
Adventure Comics ,85,NL ,,9.2,W , ,1943,D.C. Comics
Adventure Comics ,89,NM+ ,,9.2,W , ,1944,D.C. Comics
Adventure Comics ,90,NL ,,9.2,W , ,1944,D.C. Comics
Adventure Comics ,97,NL ,,9.8,W , ,1945,D.C. Comics
Adventure Comics ,100,NL ,,9.2,OW-W , ,1945,D.C. Comics
Adventure Comics ,103,NL ,,9.6,OW-W , ,1946,D.C. Comics
Adventure Comics ,114,NL ,,7,OW-W , ,1947,D.C. Comics
Adventure Comics ,119,NM+ ,,9.6,W , ,1947,D.C. Comics
Adventure Comics ,143,NM ,,8,OW-W , ,1949,D.C. Comics
Air Ace Vol.2 ,1,NL ,,9,OW-W , ,1944,Street and Smith
Air Fighters Comics ,1,NM+ ,,9.4,OW-W ,Old grade NM- 9.2 ,1941,Hillman Periodicals
Air Fighters Comics ,2,NM+ ,,8,OW-W , ,1942,Hillman Periodicals
Air Fighters Comics ,3,NM+ ,,9.6,OW-W , ,1942,Hillman Periodicals
Air Fighters Comics ,8,NM+ ,,9.6,OW , ,1943,Hillman Periodicals
Air Fighters Comics Vol2 ,1,NL ,,9,OW-W , ,1944,Street and Smith
Air Fighters Comics Vol2 ,3,NL ,,8,OW , ,1943,Hillman Periodicals
Air Fighters Comics Vol2 ,5,NL ,,7,OW , ,1944,Hillman Periodicals
Air Fighters Comics Vol2 ,8,FN ,,5,OW , ,1944,Hillman Periodicals
Airboy Comics Vol.6 ,11,NM+ ,,9.2,OW-W , ,1949,Hillman Periodicals
Airboy Comics Vol.7 ,2,NM+ ,,9.2,OW-W , ,1950,Hillman Periodicals
Airboy Comics Vol.7 ,5,NM+ ,,9,OW-W , ,1950,Hillman Periodicals
All American Western ,107,NM+ ,,9.8,OW-W , ,1949,D.C. Comics
All American Western ,110,NM ,,7.5,OW , ,1949,D.C. Comics
All American Western ,111,NL ,,8,W , ,1949,D.C. Comics
All American Western ,117,NM+ ,,9.4,W , ,1951,D.C. Comics
All American Western ,118,FN ,,9.2,W ,Not CGC graded ,1951,D.C. Comics
All American Western ,120,NM+ ,,9.4,W , ,1951,D.C. Comics
All American Western ,124,NM ,,8.5,W , ,1952,D.C. Comics
All Flash ,2,NL ,,9.6,OW , ,1941,D.C. Comics
All Flash ,3,NM+ ,,9.6,OW-W ,Mis-cut ,1941,D.C. Comics
All Flash ,7,NM ,,8,W , ,1942,D.C. Comics
All Flash ,12,NM+ ,,9.4,OW-W , , ,D.C. Comics
All Flash ,13,NM+ ,,7.5,OW-W , ,1943,D.C. Comics
All Flash ,17,NM+ ,,9,OW-W , ,1944,D.C. Comics
All Flash ,19,NM+ ,,9.4,OW-W , ,1945,D.C. Comics
All Flash ,21,NM+ ,,9.4,W ,Mis-cut ,1945,D.C. Comics
All Flash ,22,NM+ ,,9.6,OW-W ,Mis-cut ,1946,D.C. Comics
All Flash ,23,NL ,,9.4,OW-W , ,1946,D.C. Comics
All Flash ,25,NM+ ,,9.4,OW-W , ,1946,D.C. Comics
All Flash ,26,NM+ ,,9.6,OW , ,1947,D.C. Comics
All Flash ,27,NM+ ,,9.8,OW-W , ,1947,D.C. Comics
All Flash ,28,NM+ ,,8.5,OW-W , ,1947,D.C. Comics
All Flash ,29,NM+ ,,9.4,OW-W , ,1947,D.C. Comics
All Flash ,32,NM ,,9,OW-W , ,1948,D.C. Comics
All Funny Comics ,1,NM+ ,,9.6,W , ,1943,D.C. Comics
All Funny Comics ,7,NM+ ,,9.4,W , , ,D.C. Comics
All Funny Comics ,8,NM+ ,,9,W , ,1945,D.C. Comics
All Funny Comics ,14,NM ,,8, , , ,D.C. Comics
All Funny Comics ,21,NM ,,9,OW-W , ,1948,D.C. Comics
All Good Comics ,1,NM+ ,,9.2,OW , ,1946,Fox
All Hero Comics ,1,NM ,,7,W , ,1943,Fawcett
All New Comics ,3,NL ,,9.6,W , ,1943,Harvey Publications
All New Comics ,4,NM+ ,,9.4,OW-W , ,1943,Harvey Publications
All New Comics ,5,NM+ ,,9.4,W , ,1943,Harvey Publications
All New Comics ,6,NM+ ,,9.6,W , ,1944,Harvey Publications
All New Comics ,8,NM+ ,,7.5,W , ,1944,Harvey Publications
All New Comics ,9,NM+ ,,9.4,W , ,1944,Harvey Publications
All New Comics ,10,NM+ ,,9.2,W , ,1944,Harvey Publications
All New Comics ,14,FN ,,8.5,W , ,1947,Harvey Publications
All Star Comics ,1,NL ,,9.6,OW-W , ,1940,D.C. Comics
All Star Comics ,2,NM ,,9.2,OW-W , , ,
All Star Comics ,3,NL ,,9.6,OW-W ,Very minor amount of glue on cover ,1940,D.C. Comics
All Star Comics ,6,NL ,,9.6,OW-W , ,1941,D.C. Comics
All Star Comics ,7,NL ,,9.2,W , ,1941,
All Star Comics ,10,NM ,,9.6,W , ,1942,D.C. Comics
All Star Comics ,11,NL ,,9.6,OW-W , ,1942,D.C. Comics
All Star Comics ,12,NL ,,9.4,W , ,1942,D.C. Comics
All Star Comics ,14,NL ,,9.4,W , ,1943,D.C. Comics
All Star Comics ,15,NL ,,8.5,W ,Very minor amount of color touch on cover. Very minor amount of glue on cover ,1943,D.C. Comics
All Star Comics ,17,NL ,,9.6,W , , ,D.C. Comics
All Star Comics ,20,NL ,,9.6,OW-W , ,1944,D.C. Comics
All Star Comics ,21,NL ,,9.4,W , ,1944,D.C. Comics
All Star Comics ,24,NL ,,9.6,OW-W , ,1945,D.C. Comics
All Star Comics ,26,NM+ ,,9.4,W , ,1945,D.C. Comics
All Star Comics ,29,NM+ ,,9.6,W , ,1946,D.C. Comics
All Star Comics ,30,NM ,,9.6,W , , ,D.C. Comics
All Star Comics ,33,FN ,,7.5,W ,Old grade 6.0 FN OW-W ,1947,D.C. Comics
All Star Comics ,47,NM+ ,,9.2,W , ,1949,D.C. Comics
All Star Western ,58,NM ,,8,W ,First issue ,1951,D.C. Comics
All Star Western ,62,NM+ ,,9.4,W , ,1951,D.C. Comics
All Star Western ,64,NM+ ,,9.6,OW-W , ,1952,D.C. Comics
All Top Comics ,1,NL ,,9.4,W , ,1945,Fox
Amazing Comics ,1,NM+ ,,9.4,OW , ,1944,Timely
Amazing Man Comics ,5,NL ,,9.4,OW-W , ,1939,Centaur
Amazing Man Comics ,7,NM ,,8.5,OW-W ,Slight (A) ,1939,Centaur
Amazing Man Comics ,8,NM+ ,,9,OW , ,1939,Centaur
Amazing Man Comics ,9,NM ,,9,OW , ,1940,Centaur
Amazing Mystery Funnies ,2,NM ,,7,W , ,1938,Centaur
Amazing Mystery Funnies ,18,NM ,,8.5,W , ,1940,Centaur
Amazing Mystery Funnies ,20,NM ,,7.5,W , ,1940,Centaur
Amazing Mystery Funnies ,24,NM+ ,,9.2,W , , ,
Amazing Mystery Funnies Vol.2 ,1,NM ,,9,W , , ,Centaur
Amazing Mystery Funnies Vol.2 ,5,NM ,,9.2, , , ,Centaur
Amazing Mystery Funnies Vol.2 ,7,FN ,,8.5,W ,Slight (P)  ,1939,Centaur
Amazing Mystery Funnies Vol.2 ,12,NM ,,8.5,CR-OW ,mis-cut ,1939,Centaur
Amazing Mystery Funnies Vol.3 ,1,NM ,,6.5,W , ,1940,Centaur
America's Best Comics ,8,NM+ ,,9.2,W , ,1944,Nedor Publications
America's Best Comics ,9,NM+ ,,9.6,OW-W , ,1944,Nedor Publications
America's Best Comics ,10,NM+ ,,9.2,OW , ,1944,Nedor Publications
America's Best Comics ,14,NM+ ,,9.8,W ,Slight mis-cut ,1945,Nedor Publications
America's Best Comics ,16,NM+ ,,9,OW-W , ,1946,Nedor Publications
America's Best Comics ,17,NM+ ,,9.2,OW-W , ,1946,Nedor Publications
America's Best Comics ,18,NM+ ,,9.4,OW ,Old grade NM- 9.2 double copy? or fake  ,1946,Nedor Publications
America's Best Comics ,19,NM+ ,,9.2,OW-W , ,1946,Nedor Publications
America's Best Comics ,21,NM ,,9.2,OW-W , ,1947,Nedor Publications
America's Best Comics ,22,NM ,,9.6,W ,Old grade NM- 9.2 ,1949,Nedor Publications
America's Best Comics ,29,NM+ ,,9.6,W ,Old grade NM- 9.2 ,1949,Nedor Publications
America's Greatest Comics ,1,NL ,,9.4,W , ,1941,Fawcett
America's Greatest Comics ,8,NM+ ,,9.6,OW-W , ,1943,Fawcett
Atomic Comics ,1,NM+ ,,9.4,OW , ,1946,Green Publications
Atomic Thunderbolt ,1,NM+ ,,7.5,OW , ,1946,Regor
Attack on Planet Mars ,0,NM+ ,,9,OW-W ,#nn ,1951,Avon
Authentic Police Cases ,13,NM+ ,,9.4,OW-W , ,1951,St. John Publications
Baffling Mysteries ,9,NM+ ,,9.2,OW-W , , ,Ace Periodicals
Bang-Up Comics ,1,NL ,,9.2,W , ,1941,Progressive Publishers
Batman ,28,NM+ ,,9.2,W , ,1945,D.C. Comics
Batman ,39,NM+ ,,9.2, , , ,D.C. Comics
Batman ,41,NM+ ,,9.6,OW-W , , ,D.C. Comics
Best of the West ,1,NM+ ,,6.5,OW-W , ,1951,Magazine Enterprises
Big 3 ,7,NM ,,8,OW ,Very minor amount of glue on cover ,1942,Fox
Big Shot Comics ,2,NM+ ,,7,OW-W , ,1940,Columbia Comics
Big Shot Comics ,28,FN ,,9.2,OW ,Apparent - cover cleaned , ,
Big Town ,3,GD ,,5,CR-OW , ,1951,D.C. Comics
Big Town ,6,NM+ ,,9.2,OW-W , ,1951,D.C. Comics
Big Town ,8,NM+ ,,9.6,OW-W , ,1951,D.C. Comics
Big Town ,10,NM+ ,,9.6,OW-W , ,1951,D.C. Comics
Big Town ,11,NM+ ,,9.6,W , ,1951,D.C. Comics
Big Town ,24,NL ,,7,OW , ,1953,D.C. Comics
Big Town ,28,NL ,,7.5,CR-OW , ,1954,D.C. Comics
Bill Barnes Comics ,2,NM ,,9,OW-W , ,1941,Street and Smith
Bill Barnes Comics ,3,NM ,,8.5,OW-W , ,1941,Street and Smith
Bill Barnes Comics ,11,NL ,,8,OW-W , ,1943,Street and Smith
Billy West ,2,NM+ ,,9.4,OW-W , ,1949,Standard
Billy West ,4,NM+ ,,9,OW-W , ,1949,Standard
Billy West ,5,NM+ ,,9.4,OW-W , ,1950,Standard
Billy West ,6,NM+ ,,8,OW-W , ,1950,Standard
Black Hood ,9,NM ,,9.2,W , ,1943,MLJ
Black Rider ,8,FN ,,6.5,W ,#1 first issue ,1950,Atlas
Black Rider ,9,NM+ ,,9,OW-W , ,1950,Atlas
Black Rider ,10,NM ,,8.5,OW , ,1950,Atlas
Blackhawk ,9,NM+ ,,9.8,OW-W ,double copy ,1944,Quality Comics
Blackhawk ,9,NM ,,9.6,OW-W ,Old grade NM- 9.2 ,1944,D.C. Comics
Blackhawk ,10,NM+ ,,9.6,W , ,1946,Quality Comics
Blackhawk ,11,NM+ ,,9.4,W , , ,Quality Comics
Blackhawk ,12,NM+ ,,9.6,OW-W , , ,Quality Comics
Blackhawk ,13,NM+ ,,9.4,OW-W , , ,Quality Comics
Blackhawk ,14,NM+ ,,9.6,OW-W , , ,Quality Comics
Blackhawk ,15,NM+ ,,9.4,OW-W , , ,Quality Comics
Blackhawk ,16,NM+ ,,9.6,W , , ,Quality Comics
Blackhawk ,17,NM+ ,,9.6,OW-W , ,1947,Quality Comics
Blackhawk ,18,NM+ ,,9.4,OW , , ,Quality Comics
Blackhawk ,19,VG ,,9.4,OW , , ,Quality Comics
Blackhawk ,20,NM+ ,,9.2,OW-W , ,1948,Quality Comics
Blue Beetle ,1,NG ,,9.2,OW-W ,Slight (P) ,1939,Fox
Blue Beetle ,8,NM ,,9,OW-W , ,1941,Fox
Blue Beetle ,32,NM+ ,,9.4,OW-W , ,1944,Fox
Blue Beetle ,45,NL ,,9,OW-W , ,1947,Fox
Blue Beetle ,46,NL ,,9.4,OW-W , ,1946,Fox
Blue Beetle ,47,NL ,,9.6,OW-W , ,1947,Fox
Blue Beetle ,49,NL ,,9.4,W , ,1947,Fox
Blue Beetle ,50,NL ,,9.4,OW-W ,Slight mis-cut ,1947,Fox
Blue Beetle ,51,NL ,,9.6,OW-W , ,1947,Fox
Blue Beetle ,52,NL ,,9.6,OW-W , ,1948,Fox
Blue Beetle ,54,NL ,,9.4,W , ,1948,Fox
Blue Beetle ,55,NL ,,9.6,W , ,1948,Fox
Blue Beetle ,56,NL ,,9.2,OW , ,1948,Fox
Blue Beetle ,57,NL ,,9.2,OW , ,1948,Fox
Blue Beetle ,59,NL ,,8.5,OW-W ,very minor amount of glue on cover ,1950,Fox
Blue Bolt ,1,NM ,,9,W , ,1940,Novelty Press
Blue Bolt ,2,NM+ ,,9.6,W , ,1940,Novelty Press
Blue Bolt ,3,FN ,,8,OW-W , ,1940,Novelty Press
Blue Bolt ,4,NM ,,9.2,OW-W , ,1940,Novelty Press
Blue Bolt ,5,NM+ ,,8.5,OW-W , ,1940,Novelty Press
Blue Bolt ,6,NM+ ,,9.2,W , ,1940,Novelty Press
Blue Bolt ,7,NM ,,9.2,OW , ,1940,Novelty Press
Blue Bolt ,10,NM ,,9,W , ,1941,Novelty Press
Blue Bolt ,11,NM+ ,,9.4,W , ,1941,Novelty Press
Blue Bolt ,12,NM+ ,,9.4,OW-W , ,1941,Novelty Press
Blue Bolt (Star Publications) ,102,NL ,,9.2,OW-W , ,1949,Star Publications
Blue Bolt Vol.2 ,1,NL ,,7,OW-W , ,1941,Novelty Press
Blue Bolt Vol.2 ,2,NM ,,9.4,W , ,1941,Novelty Press
Blue Bolt Vol.2 ,5,NM+ ,,8,OW-W ,Small piece of tape on cover ,1941,Novelty Press
Blue Bolt Vol.2 ,7,NM+ ,,9.4,OW-W , ,1941,Novelty Press
Blue Bolt Vol.2 ,8,NM+ ,,9.4,OW-W , ,1942,Novelty Press
Blue Bolt Vol.2 ,9,NM ,,7.5,OW-W , ,1942,Novelty Press
Blue Bolt Vol.2 ,11,NM+ ,,9.6,W ,Old grade NM 9.4 ,1942,Novelty Press
Blue Bolt Vol.3 ,2,NM ,,9,W , ,1942,Novelty Press
Blue Bolt Vol.3 ,4,NM+ ,,9,OW , ,1942,Novelty Press
Blue Bolt Vol.3 ,5,NM+ ,,9.2,OW-W , ,1942,Novelty Press
Blue Bolt Vol.3 ,6,NM+ ,,8.5,W , ,1942,Novelty Press
Blue Bolt Vol.3 ,7,NM+ ,,9.8,W , ,1942,Novelty Press
Blue Bolt Vol.3 ,8,NM+ ,,9.4,W , ,1943,Novelty Press
Blue Bolt Vol.3 ,9,NM+ ,,9.2,W , ,1943,Novelty Press
Blue Bolt Vol.3 ,10,NM ,,9.4,W , ,1943,Novelty Press
Blue Bolt Vol.3 ,11,NM+ ,,9.6,OW-W , ,1943,Novelty Press
Blue Bolt Vol.3 ,12,NM ,,9.6,OW-W , ,1943,Novelty Press
Boy Comics ,3,FN ,,8,OW-W , ,1942,Lev Gleason
Boy Comics ,4,NM ,,9.4,W ,Old grade VF/NM9.0 ,1942,Lev Gleason
Boy Comics ,17,NM ,,7.5,W ,Old grade VG 4.0 ,1944,Lev Gleason
Boy Commandos ,1,NM+ ,,9.4,W , ,1942,D.C. Comics
Boy Commandos ,2,NM+ ,,9.4,W , ,1943,D.C. Comics
Boy Commandos ,3,NM+ ,,9.4,OW-W , ,1943,D.C. Comics
Boy Commandos ,7,NM+ ,,9.6,OW-W , ,1944,D.C. Comics
Boy Commandos ,8,NM+ ,,9.4,OW-W , ,1944,D.C. Comics
Boy Commandos ,9,NM ,,8.5,OW-W , ,1944,D.C. Comics
Boy Commandos ,10,NM+ ,,9.6,OW-W , ,1945,D.C. Comics
Boy Commandos ,11,NM+ ,,9.6,OW-W , ,1945,D.C. Comics
Boy Commandos ,13,NM+ ,,9.6,OW-W , ,1945,D.C. Comics
Boy Commandos ,17,NM+ ,,9.4,W , ,1946,D.C. Comics
Boy Commandos ,22,NM+ ,,8.5,W , ,1947,D.C. Comics
Boy Commandos ,27,NM+ ,,9.2,OW-W , ,1948,D.C. Comics
Boy Commandos ,28,NM+ ,,9.4,OW-W , ,1948,D.C. Comics
Boys' Ranch ,6,NM+ ,,8.5,OW-W , ,1951,Harvey Publications
Brenda Starr ,1,NL ,,8.5,W ,Vol.1 N13 ,1947,Four Star
Brenda Starr ,2,NL ,,9.4,OW ,Vol.1 N14 ,1948,Four Star
Brenda Starr ,3,NM+ ,,9.2,OW-W ,Slight (P) small tear seals on last 3 pages ,1948,Superior Comics
Brenda Starr ,4,NM+ ,,8.5,OW-W , ,1948,Superior Comics
Brenda Starr ,5,NM+ ,,9.2,W , ,1948,Superior Comics
Brenda Starr ,6,NM+ ,,8,OW-W , ,1949,Superior Comics
Brenda Starr ,7,NM ,,8,OW-W , ,1949,Superior Comics
Brenda Starr ,8,NM+ ,,9.2,OW-W , ,1949,Superior Comics
Brenda Starr ,9,NM+ ,,9.6,OW-W , ,1949,Superior Comics
Brenda Starr ,10,NM+ ,,9.8,OW-W , ,1949,Superior Comics
Brenda Starr ,11,NM+ ,,9.2,W , ,1949,Superior Comics
Broncho Bill ,9,NM+ ,,9.8, , , ,
Broncho Bill ,10,NM+ ,,9.4, ,Graded by Metropoliscomics.com not CGC , ,
Broncho Bill ,11,NM+ ,,9.4, ,Graded by Metropoliscomics.com not CGC , ,
Bruce Gentry ,2,NM+ ,,9,OW , ,1948,Superior Comics
Bruce Gentry ,3,NM+ ,,8.5,OW-W ,Old grade VF/NM 9.0 ,1949,Superior Comics
Buccaneers ,25,NM ,,9,OW ,Old grade VF8.0 ,1951,Quality Comics
Buck Rogers ,2,NM+ ,,9.8,W , ,1941,Eastern Color
Buck Rogers ,3,NM ,,9.6,W , ,1941,Eastern Color
Buck Rogers ,4,NM+ ,,9.6,OW-W , ,1942,Eastern Color
Buck Rogers ,5,NM+ ,,9.6,OW-W , ,1943,Eastern Color
Buck Rogers ,6,NM ,,9.4,OW-W , ,1943,Eastern Color
Bulletman ,1,NM ,,8,OW , ,1941,Fawcett
Bulletman ,2,NM+ ,,9.4,OW , ,1941,Fawcett
Bulletman ,5,NM+ ,,9.8,OW-W , , ,Fawcett
Bulletman ,7,NM ,,9.4,OW-W ,Old grade NM-9.2 OW ,1942,Fawcett
Bulletman ,9,NM+ ,,9.4,W ,Old grade NM-9.2 ,1942,Fawcett
Bulletman ,11,NM ,,9.8,W ,Qualified ,1943,Fawcett
Bulletman ,12,NM+ ,,9.2,OW-W ,6 siamese pages ,1943,Fawcett
Buz Sawyer ,1,NL ,,9,W , ,1948,Standard
Buzzy ,5,NM+ ,,9.6,OW-W , , ,D.C. Comics
Buzzy ,6,NM ,,9.6,OW-W , , ,D.C. Comics
Buzzy ,10,NM ,,8, , , ,D.C. Comics
Buzzy ,24,VG ,,8, , , ,D.C. Comics
Calling All Girls ,3,NL ,,9,OW-W , ,1942,Parents' Magazine Institute
Campus Loves ,2,NM+ ,,9.6,OW ,Old grade NM 9.4 ,1950,Quality Comics
Canteen Kate ,1,NM+ ,,9,OW-W , ,1952,St. John Publications
Captain Aero Comics ,1,NM+ ,,9.6,OW-W ,Old grade NM- 9.2 ,1941,Holyoke Publications
Captain Aero Comics ,24,NM+ ,,9.4,OW-W , , ,Holyoke Publications
Captain America Comics ,1,NM/NM+ ,,9,OW ,Slight (P) ,1941,Timely
Captain America Comics ,33,FN ,,6,OW , ,1943,Timely
Captain Battle ,1,NM+ ,,9.2,W , ,1941,New Friday Publications
Captain Easy ,15,NM+ ,,9.6,OW ,Double cover 1st cover 9.2 interior 9.6 ,1949,Standard
Captain Flight ,5,NM+ ,,6.5,OW-W ,very minor amount of color touch ,1944,Four Star
Captain Marvel Adventures ,24,NM+ ,,9.4,OW-W , ,1943,Fawcett
Captain Marvel Adventures ,29,NM+ ,,9.4,OW-W , ,1943,Fawcett
Captain Marvel Adventures ,38,NM+ ,,9.4,OW-W , ,1944,Fawcett
Captain Marvel Adventures ,70,NM ,,7.5,OW-W , ,1947,Fawcett
Captain Marvel Story Book ,4,FN ,,3.5,W ,Last issue ,1949,Fawcett
Captain Midnight ,1,NM+ ,,7.5,OW , ,1942,Fawcett
Captain Midnight ,2,NM+ ,,9.6,OW , ,1942,Fawcett
Captain Midnight ,3,NM+ ,,9.4,W , ,1942,Fawcett
Captain Midnight ,4,NM+ ,,9.2,W , ,1943,Fawcett
Captain Midnight ,5,NM+ ,,9.6,W , ,1943,Fawcett
Captain Midnight ,7,NM+ ,,9.6,W , ,1943,Fawcett
Captain Midnight ,8,NM ,,9.2,W ,Old grade VF+ 8.5 ,1943,Fawcett
Captain Midnight ,10,NM ,,9,OW , ,1943,Fawcett
Captain Midnight ,13,NM+ ,,9.6,OW-W , ,1943,Fawcett
Captain Midnight ,14,NM+ ,,9.4,OW-W , ,1943,Fawcett
Captain Midnight ,15,NM+ ,,9.6,W , ,1943,Fawcett
Captain Midnight ,16,NM ,,8,OW-W , ,1944,Fawcett
Captain Midnight ,18,NM+ ,,9.4,W , ,1944,Fawcett
Captain Midnight ,19,NM+ ,,9.4,OW , ,1944,Fawcett
Captain Midnight ,20,NM+ ,,9.4,OW-W , ,1944,Fawcett
Captain Midnight ,21,NM+ ,,9.4,W , ,1944,Fawcett
Captain Midnight ,22,NM+ ,,9.4,W , ,1944,Fawcett
Captain Midnight ,23,NM+ ,,9.4,W , ,1944,Fawcett
Captain Midnight ,24,NM+ ,,9.4,OW , ,1944,Fawcett
Captain Midnight ,25,NM ,,8.5,OW , ,1944,Fawcett
Captain Midnight ,26,NM+ ,,9.6,OW-W , ,1944,Fawcett
Captain Midnight ,32,NM+ ,,9.6,OW , ,1945,Fawcett
Captain Midnight ,33,NM+ ,,9.8,W , ,1945,Fawcett
Captain Midnight ,38,NM+ ,,9.6,OW-W , ,1946,Fawcett
Captain Midnight ,41,NM+ ,,9.2,OW ,Old grade 7.0 FN/VF OW-W ,1946,Fawcett
Captain Midnight ,42,NM+ ,,9.6,OW-W , ,1946,Fawcett
Captain Midnight ,44,NM+ ,,9.4,OW , ,1946,Fawcett
Captain Midnight ,45,NM+ ,,9.2,OW-W , ,1946,Fawcett
Captain Midnight ,48,NM+ ,,8.5,OW-W , ,1947,Fawcett
Captain Midnight ,50,NM+ ,,9.2,OW-W , ,1947,Fawcett
Captain Midnight ,52,NM+ ,,9.4,OW , ,1947,Fawcett
